<class 'DQN.dqn.DQN'>
<DQN.dqn.DQN object at 0x148a70f10>
<class 'numpy.float64'> 3.886841738059627 0.0
<class 'numpy.float64'> -2.4374304540893945 0.0
<class 'numpy.float64'> -1.9281598222137848 0.0
<class 'numpy.float64'> -2.394794098533764 0.0
<class 'numpy.float64'> -2.5141305689580506 0.0
<class 'numpy.float64'> -2.2782486733144935 0.0
<class 'numpy.float64'> -0.1964376662427753 0.0
<class 'numpy.float64'> 0.6572609102659726 0.0
<class 'numpy.float64'> -1.7137123184160987 0.0
<class 'numpy.float64'> -2.461097423868209 0.0
<class 'numpy.float64'> -2.4877163074885105 0.0
<class 'numpy.float64'> -2.681404002356514 0.0
<class 'numpy.float64'> -1.7607067055510857 0.0
<class 'numpy.float64'> -2.6251508222576647 0.0
<class 'numpy.float64'> -1.6311235253539553 0.0
<class 'numpy.float64'> -1.3387302876174931 0.0
<class 'numpy.float64'> 1.1443886905952751 0.0
<class 'numpy.float64'> -2.3023412110257753 0.0
<class 'numpy.float64'> -1.7888293110349878 0.0
<class 'numpy.float64'> -0.9154088654412067 0.0
<class 'numpy.float64'> -1.9963869684400197 0.0
<class 'numpy.float64'> -2.2877330927859973 0.0
<class 'numpy.float64'> 0.1877984524932515 0.0
<class 'numpy.float64'> -0.8852108867426967 0.0
<class 'numpy.float64'> -1.3426792493075936 0.0
<class 'numpy.float64'> -1.90991086914505 0.0
<class 'numpy.float64'> -2.0519421454950177 0.0
<class 'numpy.float64'> -1.0161977764704762 0.0
<class 'numpy.float64'> 0.5959858472004498 0.0
<class 'numpy.float64'> -2.2319228686625068 0.0
<class 'numpy.float64'> 1.5662900648694744 0.0
<class 'numpy.float64'> -1.8474530932829794 0.0
<class 'numpy.float64'> 7.87188648195837 0.0
<class 'numpy.float64'> -2.2537205276200596 0.0
<class 'numpy.float64'> -100.0 1.0
Total T: 465 Episode Num: 5 Episode T: 89 Reward: -196.923
<class 'numpy.float64'> -1.37641917374458 0.0
<class 'numpy.float64'> 2.5875138562549695 0.0
<class 'numpy.float64'> 3.1643612065363245 0.0
<class 'numpy.float64'> -1.6158020930670318 0.0
<class 'numpy.float64'> 2.4485104870160344 0.0
<class 'numpy.float64'> 0.7019662318146345 0.0
<class 'numpy.float64'> -1.674395665097876 0.0
<class 'numpy.float64'> -2.244571139500833 0.0
<class 'numpy.float64'> -2.208448208998958 0.0
<class 'numpy.float64'> -2.5136938004054046 0.0
<class 'numpy.float64'> -2.750408846584064 0.0
<class 'numpy.float64'> -2.2449929132770876 0.0
<class 'numpy.float64'> -2.7605755434387036 0.0
<class 'numpy.float64'> -2.8093769536940827 0.0
<class 'numpy.float64'> -2.0295307288192235 0.0
<class 'numpy.float64'> -2.2284581673279718 0.0
<class 'numpy.float64'> 2.7759127434357085 0.0
<class 'numpy.float64'> -2.7036083714502 0.0
<class 'numpy.float64'> 2.8845466183472697 0.0
<class 'numpy.float64'> -2.4056285841542433 0.0
<class 'numpy.float64'> -0.5447569337107041 0.0
<class 'numpy.float64'> -2.9811102104578695 0.0
<class 'numpy.float64'> -2.0004853491832066 0.0
<class 'numpy.float64'> 1.8803307923021009 0.0
<class 'numpy.float64'> -2.377862916750729 0.0
<class 'numpy.float64'> -2.9044868507379236 0.0
<class 'numpy.float64'> -2.3777304025109913 0.0
<class 'numpy.float64'> -1.5474287947855305 0.0
<class 'numpy.float64'> -1.4714480651630015 0.0
<class 'numpy.float64'> 2.8709901434377914 0.0
<class 'numpy.float64'> -2.60397514036316 0.0
<class 'numpy.float64'> -2.8936791471939487 0.0
<class 'numpy.float64'> -2.996014563785961 0.0
<class 'numpy.float64'> -3.002796673187531 0.0
<class 'numpy.float64'> 1.5570604938649921 0.0
<class 'numpy.float64'> -0.850085093480135 0.0
<class 'numpy.float64'> -1.8366757901462154 0.0
<class 'numpy.float64'> -1.7254939418249637 0.0
<class 'numpy.float64'> -2.880287899719916 0.0
<class 'numpy.float64'> -3.2482566444679706 0.0
<class 'numpy.float64'> -3.3912097392413885 0.0
<class 'numpy.float64'> -2.6396100088316246 0.0
<class 'numpy.float64'> -3.57614285674981 0.0
<class 'numpy.float64'> -2.7876986538400956 0.0
<class 'numpy.float64'> -2.77187139209322 0.0
<class 'numpy.float64'> -1.3110781841612493 0.0
<class 'numpy.float64'> -3.689160088215401 0.0
<class 'numpy.float64'> -2.9189930144369782 0.0
<class 'numpy.float64'> -1.910619517577486 0.0
<class 'numpy.float64'> -1.564066494103456 0.0
<class 'numpy.float64'> -3.100324044192432 0.0
<class 'numpy.float64'> -2.53375779991984 0.0
<class 'numpy.float64'> -3.4060208497313327 0.0
<class 'numpy.float64'> -2.255367655391967 0.0
<class 'numpy.float64'> -1.8566555658987614 0.0
<class 'numpy.float64'> -3.9201441527910945 0.0
<class 'numpy.float64'> -4.149734397098569 0.0
<class 'numpy.float64'> -2.6085243539380074 0.0
<class 'numpy.float64'> -2.693999453051758 0.0
<class 'numpy.float64'> -3.9139646321337294 0.0
<class 'numpy.float64'> 4.615051255685189 0.0
<class 'numpy.float64'> 27.042755873841383 0.0
<class 'numpy.float64'> -23.347179482580913 0.0
<class 'numpy.float64'> -26.933173556547207 0.0
<class 'numpy.float64'> -21.478276607205913 0.0
<class 'numpy.float64'> -100.0 1.0
Total T: 531 Episode Num: 6 Episode T: 66 Reward: -246.037
